"Notes"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	Count
	"2012"	"2012"	"Oropharynx"	"20080"	122
	"2012"	"2012"	"Hypopharynx"	"20090"	127
	"2012"	"2012"	"Other Oral Cavity and Pharynx"	"20100"	30
	"2012"	"2012"	"Digestive System"	"21010-21130"	18912
	"2012"	"2012"	"Esophagus"	"21010"	972
	"2012"	"2012"	"Stomach"	"21020"	1949
	"2012"	"2012"	"Small Intestine"	"21030"	511
	"2012"	"2012"	"Colon and Rectum"	"21041-21052"	8795
	"2012"	"2012"	"Colon excluding Rectum"	"21041-21049"	6321
	"2012"	"2012"	"Cecum"	"21041"	1276
	"2012"	"2012"	"Appendix"	"21042"	204
	"2012"	"2012"	"Ascending Colon"	"21043"	1266
	"2012"	"2012"	"Hepatic Flexure"	"21044"	296
	"2012"	"2012"	"Transverse Colon"	"21045"	563
	"2012"	"2012"	"Splenic Flexure"	"21046"	192
	"2012"	"2012"	"Descending Colon"	"21047"	427
	"2012"	"2012"	"Sigmoid Colon"	"21048"	1599
	"2012"	"2012"	"Large Intestine, NOS"	"21049"	498
	"2012"	"2012"	"Rectum and Rectosigmoid Junction"	"21051-21052"	2474
	"2012"	"2012"	"Rectosigmoid Junction"	"21051"	669
	"2012"	"2012"	"Rectum"	"21052"	1805
	"2012"	"2012"	"Anus, Anal Canal and Anorectum"	"21060"	424
	"2012"	"2012"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	2038
	"2012"	"2012"	"Liver"	"21071"	1788
	"2012"	"2012"	"Intrahepatic Bile Duct"	"21072"	250
	"2012"	"2012"	"Gallbladder"	"21080"	314
	"2012"	"2012"	"Other Biliary"	"21090"	434
	"2012"	"2012"	"Pancreas"	"21100"	3135
	"2012"	"2012"	"Retroperitoneum"	"21110"	117
	"2012"	"2012"	"Peritoneum, Omentum and Mesentery"	"21120"	113
	"2012"	"2012"	"Other Digestive Organs"	"21130"	110
	"2012"	"2012"	"Respiratory System"	"22010-22060"	14660
	"2012"	"2012"	"Nose, Nasal Cavity and Middle Ear"	"22010"	148
	"2012"	"2012"	"Larynx"	"22020"	787
	"2012"	"2012"	"Lung and Bronchus"	"22030"	13675
	"2012"	"2012"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	39
	"2012"	"2012"	"Bones and Joints"	"23000"	214
	"2012"	"2012"	"Soft Tissue including Heart"	"24000"	729
	"2012"	"2012"	"Skin excluding Basal and Squamous"	"25010-25020"	4207
	"2012"	"2012"	"Melanoma of the Skin"	"25010"	3834
	"2012"	"2012"	"Other Non-Epithelial Skin"	"25020"	373
	"2012"	"2012"	"Male and Female Breast"	"26000"	15260
	"2012"	"2012"	"Female Breast"	"26000-Female"	15111
	"2012"	"2012"	"Male Breast"	"26000-Male"	149
	"2012"	"2012"	"Female Genital System"	"27010-27070"	6764
	"2012"	"2012"	"Cervix Uteri"	"27010"	850
	"2012"	"2012"	"Corpus Uteri"	"27020"	3745
	"2012"	"2012"	"Uterus, NOS"	"27030"	95
	"2012"	"2012"	"Ovary"	"27040"	1476
	"2012"	"2012"	"Vagina"	"27050"	83
	"2012"	"2012"	"Vulva"	"27060"	310
	"2012"	"2012"	"Other Female Genital Organs"	"27070"	205
	"2012"	"2012"	"Male Genital System"	"28010-28040"	14565
	"2012"	"2012"	"Prostate"	"28010"	13882
	"2012"	"2012"	"Testis"	"28020"	581
	"2012"	"2012"	"Penis"	"28030"	80
	"2012"	"2012"	"Other Male Genital Organs"	"28040"	22
	"2012"	"2012"	"Urinary System"	"29010-29040"	9206
	"2012"	"2012"	"Urinary Bladder, invasive and in situ"	"29010"	5331
	"2012"	"2012"	"Kidney and Renal Pelvis"	"29020"	3638
	"2012"	"2012"	"Ureter"	"29030"	154
	"2012"	"2012"	"Other Urinary Organs"	"29040"	83
	"2012"	"2012"	"Eye and Orbit"	"30000"	207
	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	1391
	"2012"	"2012"	"Brain"	"31010"	1279
	"2012"	"2012"	"Cranial Nerves Other Nervous System"	"31040"	112
	"2012"	"2012"	"Endocrine System"	"32010-32020"	4198
	"2012"	"2012"	"Thyroid"	"32010"	4010
	"2012"	"2012"	"Other Endocrine including Thymus"	"32020"	188
	"2012"	"2012"	"Lymphomas"	"33011-33042"	5357
	"2012"	"2012"	"Hodgkin Lymphoma"	"33011-33012"	644
	"2012"	"2012"	"Hodgkin - Nodal"	"33011"	637
	"2012"	"2012"	"Non-Hodgkin Lymphoma"	"33041-33042"	4713
	"2012"	"2012"	"NHL - Nodal"	"33041"	3108
	"2012"	"2012"	"NHL - Extranodal"	"33042"	1605
	"2012"	"2012"	"Myeloma"	"34000"	1779
	"2012"	"2012"	"Leukemias"	"35011-35043"	3449
	"2012"	"2012"	"Acute Lymphocytic Leukemia"	"35011"	310
	"2012"	"2012"	"Chronic Lymphocytic Leukemia"	"35012"	1399
	"2012"	"2012"	"Acute Myeloid Leukemia"	"35021"	925
	"2012"	"2012"	"Chronic Myeloid Leukemia"	"35022"	412
	"2012"	"2012"	"Other Leukemias"	"35041-35043"	403
	"2012"	"2012"	"Other Lymphocytic Leukemia"	"35013"	129
	"2012"	"2012"	"Acute Monocytic Leukemia"	"35031"	37
	"2012"	"2012"	"Other Acute Leukemia"	"35041"	66
	"2012"	"2012"	"Aleukemic, Subleukemic and NOS"	"35043"	118
	"2012"	"2012"	"Other Myeloid/Monocytic Leukemia"	"35023"	53
	"2012"	"2012"	"Mesothelioma"	"36010"	197
	"2012"	"2012"	"Kaposi Sarcoma"	"36020"	165
	"2012"	"2012"	"Miscellaneous"	"37000"	4258
	"2012"	"2012"	"Male and Female Breast, In Situ"	"Breast-InSitu"	4828
	"2012"	"2012"	"Female Breast, In Situ"	"Breast-InSitu-Female"	4815
	"2013"	"2013"	"All Invasive Cancer Sites Combined"	"0"	111352
	"2013"	"2013"	"Oral Cavity and Pharynx"	"20010-20100"	2434
	"2013"	"2013"	"Lip"	"20010"	94
	"2013"	"2013"	"Tongue"	"20020"	754
	"2013"	"2013"	"Salivary Gland"	"20030"	282
	"2013"	"2013"	"Floor of Mouth"	"20040"	109
	"2013"	"2013"	"Gum and Other Mouth"	"20050"	357
	"2013"	"2013"	"Nasopharynx"	"20060"	158
	"2013"	"2013"	"Tonsil"	"20070"	400
	"2013"	"2013"	"Oropharynx"	"20080"	95
	"2013"	"2013"	"Hypopharynx"	"20090"	156
	"2013"	"2013"	"Other Oral Cavity and Pharynx"	"20100"	29
	"2013"	"2013"	"Digestive System"	"21010-21130"	19742
	"2013"	"2013"	"Esophagus"	"21010"	1075
	"2013"	"2013"	"Stomach"	"21020"	2088
	"2013"	"2013"	"Small Intestine"	"21030"	549
	"2013"	"2013"	"Colon and Rectum"	"21041-21052"	9057
	"2013"	"2013"	"Colon excluding Rectum"	"21041-21049"	6377
	"2013"	"2013"	"Cecum"	"21041"	1325
	"2013"	"2013"	"Appendix"	"21042"	255
	"2013"	"2013"	"Ascending Colon"	"21043"	1241
	"2013"	"2013"	"Hepatic Flexure"	"21044"	312
	"2013"	"2013"	"Transverse Colon"	"21045"	606
	"2013"	"2013"	"Splenic Flexure"	"21046"	180
	"2013"	"2013"	"Descending Colon"	"21047"	415
	"2013"	"2013"	"Sigmoid Colon"	"21048"	1588
	"2013"	"2013"	"Large Intestine, NOS"	"21049"	455
	"2013"	"2013"	"Rectum and Rectosigmoid Junction"	"21051-21052"	2680
	"2013"	"2013"	"Rectosigmoid Junction"	"21051"	743
	"2013"	"2013"	"Rectum"	"21052"	1937
	"2013"	"2013"	"Anus, Anal Canal and Anorectum"	"21060"	494
	"2013"	"2013"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	2122
	"2013"	"2013"	"Liver"	"21071"	1844
	"2013"	"2013"	"Intrahepatic Bile Duct"	"21072"	278
	"2013"	"2013"	"Gallbladder"	"21080"	336
	"2013"	"2013"	"Other Biliary"	"21090"	479
	"2013"	"2013"	"Pancreas"	"21100"	3216
	"2013"	"2013"	"Retroperitoneum"	"21110"	88
	"2013"	"2013"	"Peritoneum, Omentum and Mesentery"	"21120"	116
	"2013"	"2013"	"Other Digestive Organs"	"21130"	122
	"2013"	"2013"	"Respiratory System"	"22010-22060"	14726
	"2013"	"2013"	"Nose, Nasal Cavity and Middle Ear"	"22010"	144
	"2013"	"2013"	"Larynx"	"22020"	799
	"2013"	"2013"	"Lung and Bronchus"	"22030"	13739
	"2013"	"2013"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	37
	"2013"	"2013"	"Bones and Joints"	"23000"	211
	"2013"	"2013"	"Soft Tissue including Heart"	"24000"	782
	"2013"	"2013"	"Skin excluding Basal and Squamous"	"25010-25020"	4696
	"2013"	"2013"	"Melanoma of the Skin"	"25010"	4260
	"2013"	"2013"	"Other Non-Epithelial Skin"	"25020"	436
	"2013"	"2013"	"Male and Female Breast"	"26000"	15959
	"2013"	"2013"	"Female Breast"	"26000-Female"	15804
	"2013"	"2013"	"Male Breast"	"26000-Male"	155
	"2013"	"2013"	"Female Genital System"	"27010-27070"	7171
	"2013"	"2013"	"Cervix Uteri"	"27010"	889
	"2013"	"2013"	"Corpus Uteri"	"27020"	3978
	"2013"	"2013"	"Uterus, NOS"	"27030"	122
	"2013"	"2013"	"Ovary"	"27040"	1562
	"2013"	"2013"	"Vagina"	"27050"	64
	"2013"	"2013"	"Vulva"	"27060"	333
	"2013"	"2013"	"Other Female Genital Organs"	"27070"	223
	"2013"	"2013"	"Male Genital System"	"28010-28040"	14370
	"2013"	"2013"	"Prostate"	"28010"	13707
	"2013"	"2013"	"Testis"	"28020"	540
	"2013"	"2013"	"Penis"	"28030"	96
	"2013"	"2013"	"Other Male Genital Organs"	"28040"	27
	"2013"	"2013"	"Urinary System"	"29010-29040"	9363
	"2013"	"2013"	"Urinary Bladder, invasive and in situ"	"29010"	5419
	"2013"	"2013"	"Kidney and Renal Pelvis"	"29020"	3724
	"2013"	"2013"	"Ureter"	"29030"	137
	"2013"	"2013"	"Other Urinary Organs"	"29040"	83
	"2013"	"2013"	"Eye and Orbit"	"30000"	173
	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	1391
	"2013"	"2013"	"Brain"	"31010"	1303
	"2013"	"2013"	"Cranial Nerves Other Nervous System"	"31040"	88
	"2013"	"2013"	"Endocrine System"	"32010-32020"	4502
	"2013"	"2013"	"Thyroid"	"32010"	4300
	"2013"	"2013"	"Other Endocrine including Thymus"	"32020"	202
	"2013"	"2013"	"Lymphomas"	"33011-33042"	5492
	"2013"	"2013"	"Hodgkin Lymphoma"	"33011-33012"	650
	"2013"	"2013"	"Hodgkin - Nodal"	"33011"	646
	"2013"	"2013"	"Non-Hodgkin Lymphoma"	"33041-33042"	4842
	"2013"	"2013"	"NHL - Nodal"	"33041"	3111
	"2013"	"2013"	"NHL - Extranodal"	"33042"	1731
	"2013"	"2013"	"Myeloma"	"34000"	1866
	"2013"	"2013"	"Leukemias"	"35011-35043"	3679
	"2013"	"2013"	"Acute Lymphocytic Leukemia"	"35011"	292
	"2013"	"2013"	"Chronic Lymphocytic Leukemia"	"35012"	1475
	"2013"	"2013"	"Acute Myeloid Leukemia"	"35021"	1032
	"2013"	"2013"	"Chronic Myeloid Leukemia"	"35022"	504
	"2013"	"2013"	"Other Leukemias"	"35041-35043"	376
	"2013"	"2013"	"Other Lymphocytic Leukemia"	"35013"	105
	"2013"	"2013"	"Acute Monocytic Leukemia"	"35031"	34
	"2013"	"2013"	"Other Acute Leukemia"	"35041"	58
	"2013"	"2013"	"Aleukemic, Subleukemic and NOS"	"35043"	140
	"2013"	"2013"	"Other Myeloid/Monocytic Leukemia"	"35023"	39
	"2013"	"2013"	"Mesothelioma"	"36010"	210
	"2013"	"2013"	"Kaposi Sarcoma"	"36020"	154
	"2013"	"2013"	"Miscellaneous"	"37000"	4431
	"2013"	"2013"	"Male and Female Breast, In Situ"	"Breast-InSitu"	5039
	"2013"	"2013"	"Female Breast, In Situ"	"Breast-InSitu-Female"	5027
	"2014"	"2014"	"All Invasive Cancer Sites Combined"	"0"	110502
	"2014"	"2014"	"Oral Cavity and Pharynx"	"20010-20100"	2534
	"2014"	"2014"	"Lip"	"20010"	103
	"2014"	"2014"	"Tongue"	"20020"	719
	"2014"	"2014"	"Salivary Gland"	"20030"	319
	"2014"	"2014"	"Floor of Mouth"	"20040"	115
	"2014"	"2014"	"Gum and Other Mouth"	"20050"	361
	"2014"	"2014"	"Nasopharynx"	"20060"	172
	"2014"	"2014"	"Tonsil"	"20070"	456
	"2014"	"2014"	"Oropharynx"	"20080"	134
	"2014"	"2014"	"Hypopharynx"	"20090"	122
	"2014"	"2014"	"Other Oral Cavity and Pharynx"	"20100"	33
	"2014"	"2014"	"Digestive System"	"21010-21130"	19782
	"2014"	"2014"	"Esophagus"	"21010"	1080
	"2014"	"2014"	"Stomach"	"21020"	1959
	"2014"	"2014"	"Small Intestine"	"21030"	597
	"2014"	"2014"	"Colon and Rectum"	"21041-21052"	9023
	"2014"	"2014"	"Colon excluding Rectum"	"21041-21049"	6410
	"2014"	"2014"	"Cecum"	"21041"	1291
	"2014"	"2014"	"Appendix"	"21042"	291
	"2014"	"2014"	"Ascending Colon"	"21043"	1235
	"2014"	"2014"	"Hepatic Flexure"	"21044"	283
	"2014"	"2014"	"Transverse Colon"	"21045"	603
	"2014"	"2014"	"Splenic Flexure"	"21046"	191
	"2014"	"2014"	"Descending Colon"	"21047"	393
	"2014"	"2014"	"Sigmoid Colon"	"21048"	1666
	"2014"	"2014"	"Large Intestine, NOS"	"21049"	457
	"2014"	"2014"	"Rectum and Rectosigmoid Junction"	"21051-21052"	2613
	"2014"	"2014"	"Rectosigmoid Junction"	"21051"	673
	"2014"	"2014"	"Rectum"	"21052"	1940
	"2014"	"2014"	"Anus, Anal Canal and Anorectum"	"21060"	504
	"2014"	"2014"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	2179
	"2014"	"2014"	"Liver"	"21071"	1871
	"2014"	"2014"	"Intrahepatic Bile Duct"	"21072"	308
	"2014"	"2014"	"Gallbladder"	"21080"	365
	"2014"	"2014"	"Other Biliary"	"21090"	440
	"2014"	"2014"	"Pancreas"	"21100"	3305
	"2014"	"2014"	"Retroperitoneum"	"21110"	93
	"2014"	"2014"	"Peritoneum, Omentum and Mesentery"	"21120"	102
	"2014"	"2014"	"Other Digestive Organs"	"21130"	135
	"2014"	"2014"	"Respiratory System"	"22010-22060"	14497
	"2014"	"2014"	"Nose, Nasal Cavity and Middle Ear"	"22010"	163
	"2014"	"2014"	"Larynx"	"22020"	779
	"2014"	"2014"	"Lung and Bronchus"	"22030"	13493
	"2014"	"2014"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	56
	"2014"	"2014"	"Bones and Joints"	"23000"	213
	"2014"	"2014"	"Soft Tissue including Heart"	"24000"	797
	"2014"	"2014"	"Skin excluding Basal and Squamous"	"25010-25020"	4423
	"2014"	"2014"	"Melanoma of the Skin"	"25010"	4002
	"2014"	"2014"	"Other Non-Epithelial Skin"	"25020"	421
	"2014"	"2014"	"Male and Female Breast"	"26000"	16256
	"2014"	"2014"	"Female Breast"	"26000-Female"	16121
	"2014"	"2014"	"Male Breast"	"26000-Male"	135
	"2014"	"2014"	"Female Genital System"	"27010-27070"	6961
	"2014"	"2014"	"Cervix Uteri"	"27010"	824
	"2014"	"2014"	"Corpus Uteri"	"27020"	3944
	"2014"	"2014"	"Uterus, NOS"	"27030"	127
	"2014"	"2014"	"Ovary"	"27040"	1450
	"2014"	"2014"	"Vagina"	"27050"	74
	"2014"	"2014"	"Vulva"	"27060"	318
	"2014"	"2014"	"Other Female Genital Organs"	"27070"	224
	"2014"	"2014"	"Male Genital System"	"28010-28040"	13810
	"2014"	"2014"	"Prostate"	"28010"	13143
	"2014"	"2014"	"Testis"	"28020"	559
	"2014"	"2014"	"Penis"	"28030"	87
	"2014"	"2014"	"Other Male Genital Organs"	"28040"	21
	"2014"	"2014"	"Urinary System"	"29010-29040"	9346
	"2014"	"2014"	"Urinary Bladder, invasive and in situ"	"29010"	5315
	"2014"	"2014"	"Kidney and Renal Pelvis"	"29020"	3796
	"2014"	"2014"	"Ureter"	"29030"	148
	"2014"	"2014"	"Other Urinary Organs"	"29040"	87
	"2014"	"2014"	"Eye and Orbit"	"30000"	209
	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	1463
	"2014"	"2014"	"Brain"	"31010"	1353
	"2014"	"2014"	"Cranial Nerves Other Nervous System"	"31040"	110
	"2014"	"2014"	"Endocrine System"	"32010-32020"	4485
	"2014"	"2014"	"Thyroid"	"32010"	4268
	"2014"	"2014"	"Other Endocrine including Thymus"	"32020"	217
	"2014"	"2014"	"Lymphomas"	"33011-33042"	5590
	"2014"	"2014"	"Hodgkin Lymphoma"	"33011-33012"	696
	"2014"	"2014"	"Hodgkin - Nodal"	"33011"	689
	"2014"	"2014"	"Non-Hodgkin Lymphoma"	"33041-33042"	4894
	"2014"	"2014"	"NHL - Nodal"	"33041"	3206
	"2014"	"2014"	"NHL - Extranodal"	"33042"	1688
	"2014"	"2014"	"Myeloma"	"34000"	1939
	"2014"	"2014"	"Leukemias"	"35011-35043"	3698
	"2014"	"2014"	"Acute Lymphocytic Leukemia"	"35011"	319
	"2014"	"2014"	"Chronic Lymphocytic Leukemia"	"35012"	1475
	"2014"	"2014"	"Acute Myeloid Leukemia"	"35021"	1072
	"2014"	"2014"	"Chronic Myeloid Leukemia"	"35022"	465
	"2014"	"2014"	"Other Leukemias"	"35041-35043"	367
	"2014"	"2014"	"Other Lymphocytic Leukemia"	"35013"	102
	"2014"	"2014"	"Acute Monocytic Leukemia"	"35031"	46
	"2014"	"2014"	"Other Acute Leukemia"	"35041"	56
	"2014"	"2014"	"Aleukemic, Subleukemic and NOS"	"35043"	135
	"2014"	"2014"	"Other Myeloid/Monocytic Leukemia"	"35023"	28
	"2014"	"2014"	"Mesothelioma"	"36010"	199
	"2014"	"2014"	"Kaposi Sarcoma"	"36020"	135
	"2014"	"2014"	"Miscellaneous"	"37000"	4165
	"2014"	"2014"	"Male and Female Breast, In Situ"	"Breast-InSitu"	5031
	"2014"	"2014"	"Female Breast, In Situ"	"Breast-InSitu-Female"	5018
	"2015"	"2015"	"All Invasive Cancer Sites Combined"	"0"	111951
	"2015"	"2015"	"Oral Cavity and Pharynx"	"20010-20100"	2645
	"2015"	"2015"	"Lip"	"20010"	100
	"2015"	"2015"	"Tongue"	"20020"	815
	"2015"	"2015"	"Salivary Gland"	"20030"	311
	"2015"	"2015"	"Floor of Mouth"	"20040"	115
	"2015"	"2015"	"Gum and Other Mouth"	"20050"	361
	"2015"	"2015"	"Nasopharynx"	"20060"	194
	"2015"	"2015"	"Tonsil"	"20070"	436
	"2015"	"2015"	"Oropharynx"	"20080"	122
	"2015"	"2015"	"Hypopharynx"	"20090"	151
	"2015"	"2015"	"Other Oral Cavity and Pharynx"	"20100"	40
	"2015"	"2015"	"Digestive System"	"21010-21130"	19772
	"2015"	"2015"	"Esophagus"	"21010"	1108
	"2015"	"2015"	"Stomach"	"21020"	1989
	"2015"	"2015"	"Small Intestine"	"21030"	608
	"2015"	"2015"	"Colon and Rectum"	"21041-21052"	8964
	"2015"	"2015"	"Colon excluding Rectum"	"21041-21049"	6283
	"2015"	"2015"	"Cecum"	"21041"	1261
	"2015"	"2015"	"Appendix"	"21042"	353
	"2015"	"2015"	"Ascending Colon"	"21043"	1232
	"2015"	"2015"	"Hepatic Flexure"	"21044"	280
	"2015"	"2015"	"Transverse Colon"	"21045"	579
	"2015"	"2015"	"Splenic Flexure"	"21046"	181
	"2015"	"2015"	"Descending Colon"	"21047"	388
	"2015"	"2015"	"Sigmoid Colon"	"21048"	1608
	"2015"	"2015"	"Large Intestine, NOS"	"21049"	401
	"2015"	"2015"	"Rectum and Rectosigmoid Junction"	"21051-21052"	2681
	"2015"	"2015"	"Rectosigmoid Junction"	"21051"	704
	"2015"	"2015"	"Rectum"	"21052"	1977
	"2015"	"2015"	"Anus, Anal Canal and Anorectum"	"21060"	508
	"2015"	"2015"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	2155
	"2015"	"2015"	"Liver"	"21071"	1802
	"2015"	"2015"	"Intrahepatic Bile Duct"	"21072"	353
	"2015"	"2015"	"Gallbladder"	"21080"	336
	"2015"	"2015"	"Other Biliary"	"21090"	411
	"2015"	"2015"	"Pancreas"	"21100"	3325
	"2015"	"2015"	"Retroperitoneum"	"21110"	101
	"2015"	"2015"	"Peritoneum, Omentum and Mesentery"	"21120"	102
	"2015"	"2015"	"Other Digestive Organs"	"21130"	165
	"2015"	"2015"	"Respiratory System"	"22010-22060"	14999
	"2015"	"2015"	"Nose, Nasal Cavity and Middle Ear"	"22010"	158
	"2015"	"2015"	"Larynx"	"22020"	803
	"2015"	"2015"	"Lung and Bronchus"	"22030"	13993
	"2015"	"2015"	"Trachea, Mediastinum and Other Respiratory Organs"	"22060"	36
	"2015"	"2015"	"Bones and Joints"	"23000"	217
	"2015"	"2015"	"Soft Tissue including Heart"	"24000"	765
	"2015"	"2015"	"Skin excluding Basal and Squamous"	"25010-25020"	4489
	"2015"	"2015"	"Melanoma of the Skin"	"25010"	4049
	"2015"	"2015"	"Other Non-Epithelial Skin"	"25020"	440
	"2015"	"2015"	"Male and Female Breast"	"26000"	16551
	"2015"	"2015"	"Female Breast"	"26000-Female"	16359
	"2015"	"2015"	"Male Breast"	"26000-Male"	192
	"2015"	"2015"	"Female Genital System"	"27010-27070"	7125
	"2015"	"2015"	"Cervix Uteri"	"27010"	865
	"2015"	"2015"	"Corpus Uteri"	"27020"	3994
	"2015"	"2015"	"Uterus, NOS"	"27030"	135
	"2015"	"2015"	"Ovary"	"27040"	1485
	"2015"	"2015"	"Vagina"	"27050"	88
	"2015"	"2015"	"Vulva"	"27060"	352
	"2015"	"2015"	"Other Female Genital Organs"	"27070"	206
	"2015"	"2015"	"Male Genital System"	"28010-28040"	14307
	"2015"	"2015"	"Prostate"	"28010"	13648
	"2015"	"2015"	"Testis"	"28020"	554
	"2015"	"2015"	"Penis"	"28030"	88
	"2015"	"2015"	"Other Male Genital Organs"	"28040"	17
	"2015"	"2015"	"Urinary System"	"29010-29040"	9472
	"2015"	"2015"	"Urinary Bladder, invasive and in situ"	"29010"	5331
	"2015"	"2015"	"Kidney and Renal Pelvis"	"29020"	3900
	"2015"	"2015"	"Ureter"	"29030"	139
	"2015"	"2015"	"Other Urinary Organs"	"29040"	102
	"2015"	"2015"	"Eye and Orbit"	"30000"	210
	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	1415
	"2015"	"2015"	"Brain"	"31010"	1310
	"2015"	"2015"	"Cranial Nerves Other Nervous System"	"31040"	105
	"2015"	"2015"	"Endocrine System"	"32010-32020"	4507
	"2015"	"2015"	"Thyroid"	"32010"	4289
	"2015"	"2015"	"Other Endocrine including Thymus"	"32020"	218
	"2015"	"2015"	"Lymphomas"	"33011-33042"	5519
	"2015"	"2015"	"Hodgkin Lymphoma"	"33011-33012"	628
	"2015"	"2015"	"Hodgkin - Nodal"	"33011"	617
	"2015"	"2015"	"Non-Hodgkin Lymphoma"	"33041-33042"	4891
	"2015"	"2015"	"NHL - Nodal"	"33041"	3239
	"2015"	"2015"	"NHL - Extranodal"	"33042"	1652
	"2015"	"2015"	"Myeloma"	"34000"	1803
	"2015"	"2015"	"Leukemias"	"35011-35043"	3624
	"2015"	"2015"	"Acute Lymphocytic Leukemia"	"35011"	326
	"2015"	"2015"	"Chronic Lymphocytic Leukemia"	"35012"	1453
	"2015"	"2015"	"Acute Myeloid Leukemia"	"35021"	1034
	"2015"	"2015"	"Chronic Myeloid Leukemia"	"35022"	462
	"2015"	"2015"	"Other Leukemias"	"35041-35043"	349
	"2015"	"2015"	"Other Lymphocytic Leukemia"	"35013"	90
	"2015"	"2015"	"Acute Monocytic Leukemia"	"35031"	40
	"2015"	"2015"	"Other Acute Leukemia"	"35041"	46
	"2015"	"2015"	"Aleukemic, Subleukemic and NOS"	"35043"	141
	"2015"	"2015"	"Other Myeloid/Monocytic Leukemia"	"35023"	32
	"2015"	"2015"	"Mesothelioma"	"36010"	200
	"2015"	"2015"	"Kaposi Sarcoma"	"36020"	145
	"2015"	"2015"	"Miscellaneous"	"37000"	4186
	"2015"	"2015"	"Male and Female Breast, In Situ"	"Breast-InSitu"	4988
	"2015"	"2015"	"Female Breast, In Situ"	"Breast-InSitu-Female"	4970
	"2015"	"2015"	"Male Breast, In Situ"	"Breast-InSitu-Male"	18
"---"
"Dataset: United States and Puerto Rico Cancer Statistics, 1999-2015 Incidence"
"Query Parameters:"
"States and Puerto Rico: New York (36)"
"Group By: Year; Cancer Sites"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Standard Population: 2000 U.S. Std. Million"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cancer-v2015.html for more information."
"---"
"Query Date: Aug 28, 2019 11:29:57 PM"
"---"
"Suggested Citation: United States Cancer Statistics: 1999 - 2015 Incidence, WONDER Online Database. United States Department of"
"Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute; 2018. Accessed at"
"http://wonder.cdc.gov/cancer-v2015.html on Aug 28, 2019 11:29:57 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Count are hidden. Use Quick Options above to show suppressed rows."
"---"
Footnotes:
"1. Data for in situ breast cancers are listed separately and are not included in the ""All Invasive Cancer Sites Combined"" or"
"""Male and Female Breast"" cancer categories."
"---"
Caveats:
"1. 'Suppressed' is displayed for data values when they must not be provided in order to protect personal privacy. Data is"
"suppressed if fewer than 16 cases are reported in any one line of the results table. Data for the ""Asian / Pacific Islander"","
"""American Indian or Alaska Native"", and the ""Other Races Combined"" race categories are suppressed at the Metropolitan"
"Statistical Area level for populations less than 50,000 persons. Data are suppressed at the state level for certain race and"
"ethnicity groups: 1) American Indian or Alaska Native data are suppressed at the state level for Delaware, Illinois, Kansas,"
"Kentucky, New Jersey, and New York; 2) Asian or Pacific Islander data are suppressed at the state level for Delaware, Kansas,"
"and Kentucky; 3) Hispanic data are supressed at the state level for Delaware, Kentucky, and Massachusetts. More information:"
"http://wonder.cdc.gov/wonder/help/cancer-v2015.html#Confidentiality."
"2. 'Not Applicable' is displayed for all data values when sex-specific cancers are combined with the wrong sex. More"
"information: http://wonder.cdc.gov/wonder/help/cancer-v2015.html#Genital Cancers List."
"3. The ""Show Totals"" checkbox is disabled when data are grouped by Cancer Sites or by Childhood Cancer, because aggregate"
"values are displayed in the table. Also be aware that charts and maps containing both aggregate and detail data could be"
"misleading."
"4. Data are from selected statewide and metropolitan area cancer registries that meet data quality criteria. Incidence data"
"shown for the United States are diagnoses and populations from included registries only."
"5. Information on primary site, behavior, and histology was coded according to the International Classification of Diseases for"
"Oncology, Third Edition (ICD-O-3) and categorized according to the revised SEER recodes dated January 27, 2003, which define"
"standard groupings of primary cancer sites."
"6. For the 2005 year, the Census Bureau estimates that 203,937 persons were displaced from Alabama, Louisiana, Mississippi and"
"Texas due to Hurricanes Katrina and Rita. CDC WONDER does not include the displaced persons in the 2005 population counts for"
"these states, nor are these counts included in the summary populations for the affected division, regions or national"
"population. However, the USCS web site does include these displaced persons in the national population figures for 2005."
